District,Month,Cases,Year,YearMonth,Precipitation_mm,Temp_Min_C,Temp_Max_C,Soil_Moisture_0_7cm,MRiceArea,MRiceYield,SRiceArea,SRiceYield,Population,Households
Kegalle,6,122,2020,2020-06,221.7,22.593,30.993,0.4705097,"5,356","4,558","6,314",3731,860418,234016
Kilinochchi,6,8,2020,2020-06,29.5,25.328499,36.4285,0.17638889,"27,165","4,158","10,034",5250,128493,33138
Kurunegala,6,72,2020,2020-06,167.2,23.056,32.006,0.44172776,"82,478","4,732","58,127",4397,1716781,482697
Mannar,6,1,2020,2020-06,36.2,26.067501,33.567497,0.11210278,"19,367","4,827","1,610",5372,115103,28237
Matale,6,23,2020,2020-06,148.1,22.0985,29.9485,0.44987363,"18,458","5,316","8,221",5034,512361,140970
Matara,6,15,2020,2020-06,113.799995,25.561,29.661001,0.0,"11,746","3,886","13,913",3573,829865,220921
Monaragala,6,0,2020,2020-06,48.4,22.1115,38.1615,0.13786389,"34,356","4,796","14,400",4922,500732,139660
Mullaitivu,6,2,2020,2020-06,44.7,25.104,37.654,0.20087916,"18,259","4,644","5,461",5147,111517,30760
Nuwara Eliya,6,28,2020,2020-06,110.49999,11.323501,20.773499,0.46884862,"1,735","3,608","4,406",4512,720706,187143
Polonnaruwa,6,38,2020,2020-06,26.599998,24.7155,36.6155,0.21920277,"67,016","5,404","62,373",5244,433266,120670
Puttalam,6,20,2020,2020-06,118.6,25.421501,30.9715,0.30601943,"20,564","4,652","15,182",4343,799560,221105
Ratnapura,6,377,2020,2020-06,353.5,22.758,30.608,0.4916514,"10,756","5,097","11,462",4403,1125955,310413
Trincomalee,6,5,2020,2020-06,52.700005,24.865,37.515,0.18621111,"38,285","4,375","22,112",5268,420587,110156
Vavuniya,6,3,2020,2020-06,59.5,24.425999,36.426003,0.21474028,"19,241","4,951","1,473",5520,172246,45648
Ampara,7,2,2020,2020-07,80.50001,23.7875,36.1375,0.23551613,"79,417","4,764","61,295",5003,711379,188787
Anuradhapura,7,21,2020,2020-07,129.7,23.734499,34.5345,0.28788978,"118,902","5,574","39,334",4936,925695,256647
Badulla,7,43,2020,2020-07,158.90001,18.307,31.606998,0.39551613,"25,641","4,405","11,663",4973,852912,227883
Batticaloa,7,3,2020,2020-07,82.9,24.098,35.648003,0.096990585,"66,996","3,783","28,955",4582,571841,155186
Colombo,7,55,2020,2020-07,251.2,23.824001,29.974,0.4045887,"2,864","3,521","3,219",3281,2358270,623468
Galle,7,9,2020,2020-07,301.2,24.179998,29.88,0.49343282,"7,949","3,980","11,551",2837,1085907,292868
Gampaha,7,27,2020,2020-07,321.40002,22.963001,32.163002,0.4942836,"9,714","4,240","10,444",3445,2391562,653571
Hambantota,7,33,2020,2020-07,90.9,24.3195,33.1195,0.18984275,"34,978","6,302","34,167",5986,646679,176382
Jaffna,7,3,2020,2020-07,53.7,25.474,31.624,0.3068226,"10,445","3,628",-,-,591106,149560
Kalutara,7,70,2020,2020-07,260.4,23.380499,30.130499,0.49241397,"9,556","3,641","11,653",3380,1277218,332678
Kandy,7,34,2020,2020-07,136.5,19.813,30.063,0.38383332,"11,004","4,422","8,837",4099,1432469,373225
Kegalle,7,65,2020,2020-07,235.9,22.443,32.243,0.4873051,"5,356","4,558","6,314",3731,860418,234016
Kilinochchi,7,2,2020,2020-07,65.700005,24.578499,35.2285,0.22045295,"27,165","4,158","10,034",5250,128493,33138
Kurunegala,7,17,2020,2020-07,172.6,22.556,32.856,0.46901748,"82,478","4,732","58,127",4397,1716781,482697
Mannar,7,1,2020,2020-07,35.0,25.167501,33.567497,0.13894355,"19,367","4,827","1,610",5372,115103,28237
Matale,7,23,2020,2020-07,168.8,21.4985,31.1985,0.47889248,"18,458","5,316","8,221",5034,512361,140970
Matara,7,2,2020,2020-07,233.4,24.961,28.661001,0.0,"11,746","3,886","13,913",3573,829865,220921
Monaragala,7,0,2020,2020-07,81.0,23.1115,35.7115,0.17222448,"34,356","4,796","14,400",4922,500732,139660
Mullaitivu,7,4,2020,2020-07,81.8,24.354,36.104,0.2672554,"18,259","4,644","5,461",5147,111517,30760
Nuwara Eliya,7,27,2020,2020-07,164.5,12.073501,20.7235,0.48503223,"1,735","3,608","4,406",4512,720706,187143
Polonnaruwa,7,8,2020,2020-07,88.6,24.015501,37.5155,0.28905377,"67,016","5,404","62,373",5244,433266,120670
Puttalam,7,8,2020,2020-07,86.700005,24.9715,32.5215,0.30879435,"20,564","4,652","15,182",4343,799560,221105
Ratnapura,7,110,2020,2020-07,416.6,22.708,30.908,0.50060755,"10,756","5,097","11,462",4403,1125955,310413
Trincomalee,7,3,2020,2020-07,69.4,24.565,36.164997,0.21948387,"38,285","4,375","22,112",5268,420587,110156
Vavuniya,7,3,2020,2020-07,119.1,23.726,35.676003,0.2769906,"19,241","4,951","1,473",5520,172246,45648
Ampara,8,6,2020,2020-08,35.9,23.5875,38.3375,0.17730376,"79,417","4,764","61,295",5003,711379,188787
Anuradhapura,8,15,2020,2020-08,30.099998,24.384499,34.8345,0.26581183,"118,902","5,574","39,334",4936,925695,256647
Badulla,8,36,2020,2020-08,64.3,18.356998,32.807,0.33931586,"25,641","4,405","11,663",4973,852912,227883
Batticaloa,8,2,2020,2020-08,12.7,24.148,38.098003,0.05168145,"66,996","3,783","28,955",4582,571841,155186
Colombo,8,26,2020,2020-08,211.3,24.574001,29.574001,0.34462094,"2,864","3,521","3,219",3281,2358270,623468
Galle,8,59,2020,2020-08,195.09999,24.529999,29.33,0.45785215,"7,949","3,980","11,551",2837,1085907,292868
Gampaha,8,17,2020,2020-08,297.90002,23.163,30.963001,0.45149195,"9,714","4,240","10,444",3445,2391562,653571
Hambantota,8,22,2020,2020-08,48.8,24.7695,33.919502,0.17432259,"34,978","6,302","34,167",5986,646679,176382
Jaffna,8,1,2020,2020-08,39.4,25.424002,31.274,0.24486694,"10,445","3,628",-,-,591106,149560
Kalutara,8,40,2020,2020-08,161.20001,24.280499,29.7305,0.44493145,"9,556","3,641","11,653",3380,1277218,332678
Kandy,8,24,2020,2020-08,153.8,19.313,29.663,0.39298388,"11,004","4,422","8,837",4099,1432469,373225
Kegalle,8,38,2020,2020-08,253.9,22.443,30.593,0.43034005,"5,356","4,558","6,314",3731,860418,234016
Kilinochchi,8,1,2020,2020-08,13.5,25.578499,35.6285,0.16211425,"27,165","4,158","10,034",5250,128493,33138
Kurunegala,8,13,2020,2020-08,167.3,22.806,31.806,0.423457,"82,478","4,732","58,127",4397,1716781,482697
Mannar,8,0,2020,2020-08,11.3,25.7175,32.1175,0.109276876,"19,367","4,827","1,610",5372,115103,28237
Matale,8,4,2020,2020-08,178.00002,21.5485,29.7485,0.44207793,"18,458","5,316","8,221",5034,512361,140970
Matara,8,15,2020,2020-08,95.700005,25.311,28.461,0.0,"11,746","3,886","13,913",3573,829865,220921
Monaragala,8,0,2020,2020-08,49.3,22.6115,38.811497,0.12260484,"34,356","4,796","14,400",4922,500732,139660
Mullaitivu,8,0,2020,2020-08,39.3,25.254,36.504,0.20881046,"18,259","4,644","5,461",5147,111517,30760
Nuwara Eliya,8,17,2020,2020-08,231.4,10.4735,22.023499,0.46086964,"1,735","3,608","4,406",4512,720706,187143
Polonnaruwa,8,4,2020,2020-08,12.200001,25.1655,37.3655,0.21010484,"67,016","5,404","62,373",5244,433266,120670
Puttalam,8,7,2020,2020-08,81.9,25.271502,30.5715,0.2862984,"20,564","4,652","15,182",4343,799560,221105
Ratnapura,8,120,2020,2020-08,312.8,22.808,30.708,0.45773387,"10,756","5,097","11,462",4403,1125955,310413
Trincomalee,8,1,2020,2020-08,33.0,25.365,36.664997,0.176039,"38,285","4,375","22,112",5268,420587,110156
Vavuniya,8,1,2020,2020-08,26.9,23.925999,36.326,0.21303226,"19,241","4,951","1,473",5520,172246,45648
Ampara,9,4,2020,2020-09,103.2,23.137499,36.9375,0.23629168,"79,417","4,764","61,295",5003,711379,188787
Anuradhapura,9,13,2020,2020-09,144.1,23.5845,32.7845,0.30811805,"118,902","5,574","39,334",4936,925695,256647
Badulla,9,27,2020,2020-09,161.6,18.206999,30.106998,0.41264305,"25,641","4,405","11,663",4973,852912,227883
Batticaloa,9,2,2020,2020-09,206.9,23.898,34.998,0.16459028,"66,996","3,783","28,955",4582,571841,155186
Colombo,9,67,2020,2020-09,385.19998,23.024,28.974,0.41075554,"2,864","3,521","3,219",3281,2358270,623468
Galle,9,82,2020,2020-09,347.8,24.23,28.98,0.4977167,"7,949","3,980","11,551",2837,1085907,292868
Gampaha,9,67,2020,2020-09,515.60004,22.563,30.513,0.49942917,"9,714","4,240","10,444",3445,2391562,653571
Hambantota,9,23,2020,2020-09,61.0,24.369501,32.7195,0.1856889,"34,978","6,302","34,167",5986,646679,176382
Jaffna,9,4,2020,2020-09,92.6,25.374,30.774,0.2769764,"10,445","3,628",-,-,591106,149560
Kalutara,9,177,2020,2020-09,346.9,23.2305,29.1805,0.49643055,"9,556","3,641","11,653",3380,1277218,332678
Kandy,9,25,2020,2020-09,196.8,20.313,28.963001,0.43206665,"11,004","4,422","8,837",4099,1432469,373225
Kegalle,9,81,2020,2020-09,429.6,22.293,29.493,0.4938986,"5,356","4,558","6,314",3731,860418,234016
Kilinochchi,9,0,2020,2020-09,59.4,25.0285,34.828503,0.1868236,"27,165","4,158","10,034",5250,128493,33138
Kurunegala,9,45,2020,2020-09,327.1,22.606,30.056,0.48968193,"82,478","4,732","58,127",4397,1716781,482697
Mannar,9,0,2020,2020-09,46.8,24.9675,31.817501,0.12748612,"19,367","4,827","1,610",5372,115103,28237
Matale,9,5,2020,2020-09,307.69998,21.3985,28.3485,0.48850694,"18,458","5,316","8,221",5034,512361,140970
Matara,9,53,2020,2020-09,216.7,24.861,27.961,0.0,"11,746","3,886","13,913",3573,829865,220921
Monaragala,9,0,2020,2020-09,99.899994,22.2115,35.9615,0.17874722,"34,356","4,796","14,400",4922,500732,139660
Mullaitivu,9,1,2020,2020-09,86.8,24.654,36.154,0.23182918,"18,259","4,644","5,461",5147,111517,30760
Nuwara Eliya,9,16,2020,2020-09,324.5,11.8735,20.2235,0.49437502,"1,735","3,608","4,406",4512,720706,187143
Polonnaruwa,9,5,2020,2020-09,44.100002,24.115501,35.9655,0.23480555,"67,016","5,404","62,373",5244,433266,120670
Puttalam,9,3,2020,2020-09,201.2,24.021502,29.3715,0.36683473,"20,564","4,652","15,182",4343,799560,221105
Ratnapura,9,104,2020,2020-09,525.2,22.958,29.808,0.5047278,"10,756","5,097","11,462",4403,1125955,310413
Trincomalee,9,2,2020,2020-09,98.2,24.265001,36.364998,0.23650973,"38,285","4,375","22,112",5268,420587,110156
Vavuniya,9,2,2020,2020-09,95.200005,23.626,34.376,0.24529307,"19,241","4,951","1,473",5520,172246,45648
Ampara,10,0,2020,2020-10,212.1,22.9375,38.8375,0.2018414,"79,417","4,764","61,295",5003,711379,188787
Anuradhapura,10,16,2020,2020-10,67.0,23.384499,33.9845,0.27796102,"118,902","5,574","39,334",4936,925695,256647
Badulla,10,32,2020,2020-10,34.9,16.007,32.257,0.3188172,"25,641","4,405","11,663",4973,852912,227883
Batticaloa,10,2,2020,2020-10,103.2,23.448,37.898003,0.1078992,"66,996","3,783","28,955",4582,571841,155186
Colombo,10,65,2020,2020-10,109.4,23.624,29.074001,0.34977284,"2,864","3,521","3,219",3281,2358270,623468
Galle,10,202,2020,2020-10,137.3,24.38,29.13,0.47294754,"7,949","3,980","11,551",2837,1085907,292868
Gampaha,10,24,2020,2020-10,157.0,22.713001,30.213001,0.4719543,"9,714","4,240","10,444",3445,2391562,653571
Hambantota,10,15,2020,2020-10,32.0,24.219501,34.7695,0.16119893,"34,978","6,302","34,167",5986,646679,176382
Jaffna,10,3,2020,2020-10,84.5,25.124,31.424002,0.31035754,"10,445","3,628",-,-,591106,149560
Kalutara,10,106,2020,2020-10,113.4,23.1805,29.280499,0.4609731,"9,556","3,641","11,653",3380,1277218,332678
Kandy,10,38,2020,2020-10,115.2,18.213001,28.713001,0.40473387,"11,004","4,422","8,837",4099,1432469,373225
Kegalle,10,65,2020,2020-10,189.5,21.843,29.593,0.48335618,"5,356","4,558","6,314",3731,860418,234016
Kilinochchi,10,1,2020,2020-10,21.9,23.728498,36.4785,0.18412098,"27,165","4,158","10,034",5250,128493,33138
Kurunegala,10,24,2020,2020-10,126.700005,22.206,30.456,0.46996775,"82,478","4,732","58,127",4397,1716781,482697
Mannar,10,1,2020,2020-10,24.2,24.8675,32.9175,0.10752285,"19,367","4,827","1,610",5372,115103,28237
Matale,10,4,2020,2020-10,158.8,21.0485,28.7485,0.4761747,"18,458","5,316","8,221",5034,512361,140970
Matara,10,48,2020,2020-10,85.0,25.011,28.711,0.0,"11,746","3,886","13,913",3573,829865,220921
Monaragala,10,0,2020,2020-10,175.3,21.9615,38.6615,0.13451613,"34,356","4,796","14,400",4922,500732,139660
Mullaitivu,10,0,2020,2020-10,49.3,24.404,35.754,0.23102821,"18,259","4,644","5,461",5147,111517,30760
Nuwara Eliya,10,13,2020,2020-10,195.7,10.4235,21.873499,0.47568682,"1,735","3,608","4,406",4512,720706,187143
Polonnaruwa,10,5,2020,2020-10,56.0,23.515501,37.6655,0.22180109,"67,016","5,404","62,373",5244,433266,120670
Puttalam,10,1,2020,2020-10,63.100002,24.3215,30.021502,0.3019489,"20,564","4,652","15,182",4343,799560,221105
Ratnapura,10,105,2020,2020-10,232.5,21.308,29.758,0.49011424,"10,756","5,097","11,462",4403,1125955,310413
Trincomalee,10,0,2020,2020-10,100.1,24.315,37.015,0.21704973,"38,285","4,375","22,112",5268,420587,110156
Vavuniya,10,1,2020,2020-10,93.299995,22.976,36.576,0.21408065,"19,241","4,951","1,473",5520,172246,45648
Ampara,11,3,2020,2020-11,261.4,22.3375,32.237503,0.3833903,"79,417","4,764","61,295",5003,711379,188787
Anuradhapura,11,3,2020,2020-11,249.3,22.5345,32.934498,0.38436806,"118,902","5,574","39,334",4936,925695,256647
Badulla,11,12,2020,2020-11,285.8,16.857,29.356998,0.47077915,"25,641","4,405","11,663",4973,852912,227883
Batticaloa,11,3,2020,2020-11,202.6,23.048,30.948,0.2657278,"66,996","3,783","28,955",4582,571841,155186
Colombo,11,10,2020,2020-11,373.30002,22.524,31.024,0.35871112,"2,864","3,521","3,219",3281,2358270,623468
Galle,11,101,2020,2020-11,532.0,23.58,30.58,0.47192916,"7,949","3,980","11,551",2837,1085907,292868
Gampaha,11,1,2020,2020-11,437.30002,22.413,31.813,0.46920002,"9,714","4,240","10,444",3445,2391562,653571
Hambantota,11,18,2020,2020-11,193.70001,23.9195,32.8195,0.29340693,"34,978","6,302","34,167",5986,646679,176382
Jaffna,11,3,2020,2020-11,197.3,24.324001,30.874,0.37214306,"10,445","3,628",-,-,591106,149560
Kalutara,11,35,2020,2020-11,255.9,22.9305,30.280499,0.46263057,"9,556","3,641","11,653",3380,1277218,332678
Kandy,11,37,2020,2020-11,207.40001,18.413,28.963001,0.4506889,"11,004","4,422","8,837",4099,1432469,373225
Kegalle,11,38,2020,2020-11,264.9,20.543,30.943,0.48039722,"5,356","4,558","6,314",3731,860418,234016
Kilinochchi,11,1,2020,2020-11,254.90001,23.4285,33.2285,0.3392653,"27,165","4,158","10,034",5250,128493,33138
Kurunegala,11,23,2020,2020-11,203.5,21.356,31.156,0.47584027,"82,478","4,732","58,127",4397,1716781,482697
Mannar,11,0,2020,2020-11,172.7,23.2175,32.2175,0.3163611,"19,367","4,827","1,610",5372,115103,28237
Matale,11,2,2020,2020-11,277.80002,19.7985,29.8485,0.4807375,"18,458","5,316","8,221",5034,512361,140970
Matara,11,38,2020,2020-11,200.7,24.811,29.361,0.0,"11,746","3,886","13,913",3573,829865,220921
Monaragala,11,0,2020,2020-11,317.1,21.2115,32.9615,0.36002916,"34,356","4,796","14,400",4922,500732,139660
Mullaitivu,11,0,2020,2020-11,332.8,23.504,32.454,0.3682264,"18,259","4,644","5,461",5147,111517,30760
Nuwara Eliya,11,8,2020,2020-11,258.9,10.7735,20.773499,0.4803847,"1,735","3,608","4,406",4512,720706,187143
Polonnaruwa,11,8,2020,2020-11,211.3,22.115501,34.6655,0.43718055,"67,016","5,404","62,373",5244,433266,120670
Puttalam,11,1,2020,2020-11,235.09999,23.0715,32.0715,0.37569445,"20,564","4,652","15,182",4343,799560,221105
Ratnapura,11,63,2020,2020-11,405.1,21.508,30.758,0.4748028,"10,756","5,097","11,462",4403,1125955,310413
Trincomalee,11,0,2020,2020-11,261.0,23.365,32.215,0.37082085,"38,285","4,375","22,112",5268,420587,110156
Vavuniya,11,4,2020,2020-11,225.90001,22.425999,33.676003,0.35605,"19,241","4,951","1,473",5520,172246,45648
Ampara,12,24,2020,2020-12,307.1,21.8375,31.6875,0.38321236,"79,417","4,764","61,295",5003,711379,188787
Anuradhapura,12,72,2020,2020-12,404.6,19.9345,30.384499,0.39220968,"118,902","5,574","39,334",4936,925695,256647
Badulla,12,35,2020,2020-12,585.60004,17.057,28.657,0.48784676,"25,641","4,405","11,663",4973,852912,227883
Batticaloa,12,4,2020,2020-12,346.7,22.348,31.748,0.28379837,"66,996","3,783","28,955",4582,571841,155186
Colombo,12,35,2020,2020-12,151.5,21.574001,30.424002,0.34414652,"2,864","3,521","3,219",3281,2358270,623468
Galle,12,247,2020,2020-12,207.1,22.13,30.08,0.47424462,"7,949","3,980","11,551",2837,1085907,292868
Gampaha,12,18,2020,2020-12,189.3,21.263,31.413,0.43505648,"9,714","4,240","10,444",3445,2391562,653571
Hambantota,12,44,2020,2020-12,111.6,23.1695,32.169502,0.26797983,"34,978","6,302","34,167",5986,646679,176382
Jaffna,12,5,2020,2020-12,427.3,21.824001,29.074001,0.3943723,"10,445","3,628",-,-,591106,149560
Kalutara,12,189,2020,2020-12,183.7,21.530499,31.2305,0.43629438,"9,556","3,641","11,653",3380,1277218,332678
Kandy,12,44,2020,2020-12,252.90001,18.413,28.513,0.44469625,"11,004","4,422","8,837",4099,1432469,373225
Kegalle,12,98,2020,2020-12,207.40001,20.243,30.743,0.46669355,"5,356","4,558","6,314",3731,860418,234016
Kilinochchi,12,5,2020,2020-12,469.59998,21.9285,29.0285,0.39698118,"27,165","4,158","10,034",5250,128493,33138
Kurunegala,12,54,2020,2020-12,339.09998,20.506,31.056,0.47065994,"82,478","4,732","58,127",4397,1716781,482697
Mannar,12,4,2020,2020-12,540.8,20.8675,29.6175,0.36034948,"19,367","4,827","1,610",5372,115103,28237
Matale,12,35,2020,2020-12,384.99997,18.9485,29.6985,0.47569087,"18,458","5,316","8,221",5034,512361,140970
Matara,12,73,2020,2020-12,111.6,23.711,29.011,0.0,"11,746","3,886","13,913",3573,829865,220921
Monaragala,12,0,2020,2020-12,358.3,20.8115,31.2115,0.32204303,"34,356","4,796","14,400",4922,500732,139660
Mullaitivu,12,5,2020,2020-12,440.19998,23.654,28.704,0.40412903,"18,259","4,644","5,461",5147,111517,30760
Nuwara Eliya,12,6,2020,2020-12,215.80002,9.323501,20.7235,0.4731546,"1,735","3,608","4,406",4512,720706,187143
Polonnaruwa,12,29,2020,2020-12,438.6,21.6655,32.065502,0.46659812,"67,016","5,404","62,373",5244,433266,120670
Puttalam,12,10,2020,2020-12,362.8,21.3715,30.921501,0.37754974,"20,564","4,652","15,182",4343,799560,221105
Ratnapura,12,78,2020,2020-12,186.90001,21.208,30.758,0.4582097,"10,756","5,097","11,462",4403,1125955,310413
Trincomalee,12,1,2020,2020-12,513.8,23.115,29.515001,0.4030766,"38,285","4,375","22,112",5268,420587,110156
Vavuniya,12,5,2020,2020-12,474.5,20.325998,30.075998,0.39885753,"19,241","4,951","1,473",5520,172246,45648
Ampara,1,3,2021,2021-01,463.7,20.7375,30.8375,0.39952418,"81,149",4780,"62,860",5229,719531,192211
Anuradhapura,1,61,2021,2021-01,254.9,20.0345,29.9345,0.38723522,"112,549",5098,"62,104",4691,934174,260260
Badulla,1,30,2021,2021-01,470.2,15.507,26.557,0.4853172,"23,568",4859,"12,098",5088,857720,230714
Batticaloa,1,2,2021,2021-01,251.1,22.098,29.098,0.26564246,"67,074",3809,"28,502",4665,577768,158094
Colombo,1,17,2021,2021-01,280.5,21.424002,30.574001,0.35396907,"3,857",3723,"2,521",2455,2362544,630977
Galle,1,89,2021,2021-01,290.5,21.73,30.38,0.47573116,"13,511",3403,"8,548",2897,1088762,295947
Gampaha,1,6,2021,2021-01,211.0,20.963001,31.713001,0.44856453,"12,450",3751,"9,954",2991,2402630,660814
Hambantota,1,16,2021,2021-01,177.7,22.4195,31.2695,0.3153562,"34,912",5883,"34,490",5814,652777,179112
Jaffna,1,8,2021,2021-01,272.4,22.124,28.924002,0.38063842,"11,228",2549,-,-,592015,151338
Kalutara,1,21,2021,2021-01,259.9,20.9805,30.630499,0.46049193,"13,019",3358,"9,766",3048,1284301,336789
Kandy,1,32,2021,2021-01,146.2,18.063,28.263,0.43181318,"12,186",4720,"9,278",2945,1439770,377308
Kegalle,1,22,2021,2021-01,292.7,19.543,30.743,0.45089918,"6,751",4163,"5,477",2991,862921,235993
Kilinochchi,1,10,2021,2021-01,534.6,22.328499,28.978498,0.3799395,"27,358",3500,"10,071",4620,130499,33944
Kurunegala,1,57,2021,2021-01,169.8,18.706,31.156,0.44644356,"76,057",3775,"68,573",4024,1729483,488639
Mannar,1,8,2021,2021-01,198.09999,21.6175,29.7675,0.3508481,"20,242",5228,"2,740",4931,117208,29135
Matale,1,10,2021,2021-01,210.8,16.0485,29.6485,0.44828495,"18,908",5669,"12,343",4639,515950,142740
Matara,1,22,2021,2021-01,177.0,22.311,29.061,0.0,"14,114",3585,"14,082",3727,831864,223165
Monaragala,1,8,2021,2021-01,343.5,20.6615,30.4115,0.3819207,"34,900",4599,"15,852",5034,507315,142348
Mullaitivu,1,4,2021,2021-01,448.69998,23.404,28.154,0.39123386,"22,781",4266,"7,383",5287,114195,31620
Nuwara Eliya,1,10,2021,2021-01,330.1,8.0235,20.6735,0.47856587,"4,877",5020,"2,573",3917,721847,188570
Polonnaruwa,1,7,2021,2021-01,364.30002,20.2155,30.265501,0.47833735,"66,523",5220,"62,626",5441,436789,122097
Puttalam,1,8,2021,2021-01,133.70001,20.3715,30.671501,0.35550672,"19,654",3746,"18,602",3950,804331,223658
Ratnapura,1,63,2021,2021-01,263.5,20.708,30.208,0.4670511,"13,358",4465,"10,773",4119,1130791,313961
Trincomalee,1,1,2021,2021-01,570.8,23.215,28.315,0.3892944,"39,838",4250,"25,239",5267,426020,112386
Vavuniya,1,0,2021,2021-01,370.5,20.626,29.876,0.38890323,"19,376",4253,"5,012",5638,172263,46183
Ampara,2,4,2021,2021-02,72.0,20.0375,31.6875,0.3580893,"81,149",4780,"62,860",5229,719531,192211
Anuradhapura,2,64,2021,2021-02,29.599998,18.8345,32.4845,0.29387352,"112,549",5098,"62,104",4691,934174,260260
Badulla,2,22,2021,2021-02,131.0,14.557,27.657,0.45986605,"23,568",4859,"12,098",5088,857720,230714
Batticaloa,2,3,2021,2021-02,58.399998,20.898,30.348,0.18753274,"67,074",3809,"28,502",4665,577768,158094
Colombo,2,17,2021,2021-02,23.2,21.124,32.573997,0.19041517,"3,857",3723,"2,521",2455,2362544,630977
Galle,2,40,2021,2021-02,86.6,21.63,30.83,0.43402082,"13,511",3403,"8,548",2897,1088762,295947
Gampaha,2,3,2021,2021-02,13.6,21.013,35.613,0.3059896,"12,450",3751,"9,954",2991,2402630,660814
Hambantota,2,24,2021,2021-02,23.6,22.219501,32.5695,0.19795239,"34,912",5883,"34,490",5814,652777,179112
Jaffna,2,1,2021,2021-02,17.0,21.124,31.524,0.2235119,"11,228",2549,-,-,592015,151338
Kalutara,2,24,2021,2021-02,34.6,20.4805,32.4305,0.3297381,"13,019",3358,"9,766",3048,1284301,336789
Kandy,2,13,2021,2021-02,16.9,17.463001,31.613,0.2881607,"12,186",4720,"9,278",2945,1439770,377308
Kegalle,2,29,2021,2021-02,17.9,19.243,36.043,0.3056741,"6,751",4163,"5,477",2991,862921,235993
Kilinochchi,2,6,2021,2021-02,28.7,20.3785,30.978498,0.26140326,"27,358",3500,"10,071",4620,130499,33944
Kurunegala,2,34,2021,2021-02,12.700001,19.206,34.955997,0.32180208,"76,057",3775,"68,573",4024,1729483,488639
Mannar,2,4,2021,2021-02,17.4,20.817501,32.6675,0.1308869,"20,242",5228,"2,740",4931,117208,29135
Matale,2,1,2021,2021-02,19.7,17.3485,33.4985,0.31172916,"18,908",5669,"12,343",4639,515950,142740
Matara,2,23,2021,2021-02,28.2,22.661001,29.661001,0.0,"14,114",3585,"14,082",3727,831864,223165
Monaragala,2,22,2021,2021-02,51.399998,19.9615,31.8115,0.25928274,"34,900",4599,"15,852",5034,507315,142348
Mullaitivu,2,7,2021,2021-02,37.3,22.854,29.054,0.3200521,"22,781",4266,"7,383",5287,114195,31620
Nuwara Eliya,2,4,2021,2021-02,42.0,8.1735,21.4735,0.42891073,"4,877",5020,"2,573",3917,721847,188570
Polonnaruwa,2,26,2021,2021-02,59.100002,19.5655,32.565502,0.39111608,"66,523",5220,"62,626",5441,436789,122097
Puttalam,2,1,2021,2021-02,13.3,19.771502,33.0215,0.20328869,"19,654",3746,"18,602",3950,804331,223658
Ratnapura,2,90,2021,2021-02,69.0,20.308,32.258,0.4009792,"13,358",4465,"10,773",4119,1130791,313961
Trincomalee,2,0,2021,2021-02,43.399998,22.515001,29.515001,0.3135729,"39,838",4250,"25,239",5267,426020,112386
Vavuniya,2,5,2021,2021-02,34.9,19.526,32.426003,0.30300298,"19,376",4253,"5,012",5638,172263,46183
Ampara,3,6,2021,2021-03,140.8,21.5375,34.3375,0.3383683,"81,149",4780,"62,860",5229,719531,192211
Anuradhapura,3,42,2021,2021-03,60.300003,20.884499,35.1345,0.24034005,"112,549",5098,"62,104",4691,934174,260260
Badulla,3,55,2021,2021-03,169.5,15.057,29.507,0.42549598,"23,568",4859,"12,098",5088,857720,230714
Batticaloa,3,9,2021,2021-03,82.600006,21.748,32.948,0.12879838,"67,074",3809,"28,502",4665,577768,158094
Colombo,3,18,2021,2021-03,203.0,20.024,31.624,0.26037633,"3,857",3723,"2,521",2455,2362544,630977
Galle,3,106,2021,2021-03,169.7,22.58,31.929998,0.431957,"13,511",3403,"8,548",2897,1088762,295947
Gampaha,3,80,2021,2021-03,292.6,20.613,35.213,0.39097446,"12,450",3751,"9,954",2991,2402630,660814
Hambantota,3,33,2021,2021-03,115.8,22.8195,33.169502,0.21551612,"34,912",5883,"34,490",5814,652777,179112
Jaffna,3,4,2021,2021-03,17.4,22.424002,32.823997,0.15164919,"11,228",2549,-,-,592015,151338
Kalutara,3,163,2021,2021-03,226.8,21.880499,32.2305,0.4008629,"13,019",3358,"9,766",3048,1284301,336789
Kandy,3,12,2021,2021-03,87.5,18.563,32.213,0.30014786,"12,186",4720,"9,278",2945,1439770,377308
Kegalle,3,49,2021,2021-03,176.2,20.643,35.993,0.35985214,"6,751",4163,"5,477",2991,862921,235993
Kilinochchi,3,7,2021,2021-03,16.900002,21.228498,34.2285,0.17879032,"27,358",3500,"10,071",4620,130499,33944
Kurunegala,3,53,2021,2021-03,87.1,18.456,35.306,0.31676748,"76,057",3775,"68,573",4024,1729483,488639
Mannar,3,9,2021,2021-03,44.3,21.7175,34.317497,0.10742205,"20,242",5228,"2,740",4931,117208,29135
Matale,3,9,2021,2021-03,80.1,17.2985,33.0485,0.32656854,"18,908",5669,"12,343",4639,515950,142740
Matara,3,37,2021,2021-03,93.6,23.861,29.761,0.0,"14,114",3585,"14,082",3727,831864,223165
Monaragala,3,57,2021,2021-03,126.100006,19.8115,32.1615,0.23909678,"34,900",4599,"15,852",5034,507315,142348
